Distritos;Percentil;Total
3500601 Arucas distrito 01;Percentil 50 de consumo eléctrico en kwh;2.433
3500601 Arucas distrito 01;Percentil 75 de consumo eléctrico en kwh;3.470
3500601 Arucas distrito 01;Percentil 90 de consumo eléctrico en kwh;4.613
3500602 Arucas distrito 02;Percentil 10 de consumo eléctrico en kwh;845
3500602 Arucas distrito 02;Percentil 25 de consumo eléctrico en kwh;1.618
3500602 Arucas distrito 02;Percentil 50 de consumo eléctrico en kwh;2.606
3500602 Arucas distrito 02;Percentil 75 de consumo eléctrico en kwh;3.665
3500602 Arucas distrito 02;Percentil 90 de consumo eléctrico en kwh;4.993
3500603 Arucas distrito 03;Percentil 10 de consumo eléctrico en kwh;810
3500603 Arucas distrito 03;Percentil 25 de consumo eléctrico en kwh;1.411
3500603 Arucas distrito 03;Percentil 50 de consumo eléctrico en kwh;2.232
3500603 Arucas distrito 03;Percentil 75 de consumo eléctrico en kwh;3.294
3500603 Arucas distrito 03;Percentil 90 de consumo eléctrico en kwh;4.525
3500604 Arucas distrito 04;Percentil 10 de consumo eléctrico en kwh;962
3500604 Arucas distrito 04;Percentil 25 de consumo eléctrico en kwh;1.657
3500604 Arucas distrito 04;Percentil 50 de consumo eléctrico en kwh;2.437
3500604 Arucas distrito 04;Percentil 75 de consumo eléctrico en kwh;3.368
3500604 Arucas distrito 04;Percentil 90 de consumo eléctrico en kwh;4.465
3500605 Arucas distrito 05;Percentil 10 de consumo eléctrico en kwh;1.060
3500605 Arucas distrito 05;Percentil 25 de consumo eléctrico en kwh;1.751
3500605 Arucas distrito 05;Percentil 50 de consumo eléctrico en kwh;2.619
3500605 Arucas distrito 05;Percentil 75 de consumo eléctrico en kwh;3.612
3500605 Arucas distrito 05;Percentil 90 de consumo eléctrico en kwh;4.669
3500606 Arucas distrito 06;Percentil 10 de consumo eléctrico en kwh;1.037
3500606 Arucas distrito 06;Percentil 25 de consumo eléctrico en kwh;1.868
3500606 Arucas distrito 06;Percentil 50 de consumo eléctrico en kwh;2.914
3500606 Arucas distrito 06;Percentil 75 de consumo eléctrico en kwh;4.182
3500606 Arucas distrito 06;Percentil 90 de consumo eléctrico en kwh;5.702
3500607 Arucas distrito 07;Percentil 10 de consumo eléctrico en kwh;954
3500607 Arucas distrito 07;Percentil 25 de consumo eléctrico en kwh;1.517
3500607 Arucas distrito 07;Percentil 50 de consumo eléctrico en kwh;2.561
3500607 Arucas distrito 07;Percentil 75 de consumo eléctrico en kwh;3.739
3500607 Arucas distrito 07;Percentil 90 de consumo eléctrico en kwh;5.219
3500701 Betancuria distrito 01;Percentil 10 de consumo eléctrico en kwh;549
3500701 Betancuria distrito 01;Percentil 25 de consumo eléctrico en kwh;1.193
3500701 Betancuria distrito 01;Percentil 50 de consumo eléctrico en kwh;2.138
3500701 Betancuria distrito 01;Percentil 75 de consumo eléctrico en kwh;3.621
3500701 Betancuria distrito 01;Percentil 90 de consumo eléctrico en kwh;5.357
3500801 Firgas distrito 01;Percentil 10 de consumo eléctrico en kwh;785
3500801 Firgas distrito 01;Percentil 25 de consumo eléctrico en kwh;1.555
3500801 Firgas distrito 01;Percentil 50 de consumo eléctrico en kwh;2.553
3500801 Firgas distrito 01;Percentil 75 de consumo eléctrico en kwh;3.912
3500801 Firgas distrito 01;Percentil 90 de consumo eléctrico en kwh;5.076
3500802 Firgas distrito 02;Percentil 10 de consumo eléctrico en kwh;594
3500802 Firgas distrito 02;Percentil 25 de consumo eléctrico en kwh;1.344
3500802 Firgas distrito 02;Percentil 50 de consumo eléctrico en kwh;2.760
3500802 Firgas distrito 02;Percentil 75 de consumo eléctrico en kwh;4.088
3500802 Firgas distrito 02;Percentil 90 de consumo eléctrico en kwh;5.948
3500803 Firgas distrito 03;Percentil 10 de consumo eléctrico en kwh;836
3500803 Firgas distrito 03;Percentil 25 de consumo eléctrico en kwh;1.582
3500803 Firgas distrito 03;Percentil 50 de consumo eléctrico en kwh;2.582
3500803 Firgas distrito 03;Percentil 75 de consumo eléctrico en kwh;3.785
3500803 Firgas distrito 03;Percentil 90 de consumo eléctrico en kwh;5.193
3500804 Firgas distrito 04;Percentil 10 de consumo eléctrico en kwh;1.027
3500804 Firgas distrito 04;Percentil 25 de consumo eléctrico en kwh;1.796
3500804 Firgas distrito 04;Percentil 50 de consumo eléctrico en kwh;2.980
3500804 Firgas distrito 04;Percentil 75 de consumo eléctrico en kwh;4.225
3500804 Firgas distrito 04;Percentil 90 de consumo eléctrico en kwh;5.644
3500901 Gáldar distrito 01;Percentil 10 de consumo eléctrico en kwh;701
3500901 Gáldar distrito 01;Percentil 25 de consumo eléctrico en kwh;1.329
3500901 Gáldar distrito 01;Percentil 50 de consumo eléctrico en kwh;2.218
3500901 Gáldar distrito 01;Percentil 75 de consumo eléctrico en kwh;3.284
3500901 Gáldar distrito 01;Percentil 90 de consumo eléctrico en kwh;4.512
3501001 Haría distrito 01;Percentil 10 de consumo eléctrico en kwh;584
3501001 Haría distrito 01;Percentil 25 de consumo eléctrico en kwh;1.065
3501001 Haría distrito 01;Percentil 50 de consumo eléctrico en kwh;1.963
3501001 Haría distrito 01;Percentil 75 de consumo eléctrico en kwh;3.281
3501001 Haría distrito 01;Percentil 90 de consumo eléctrico en kwh;4.691
3501101 Ingenio distrito 01;Percentil 10 de consumo eléctrico en kwh;1.029
3501101 Ingenio distrito 01;Percentil 25 de consumo eléctrico en kwh;1.814
3501101 Ingenio distrito 01;Percentil 50 de consumo eléctrico en kwh;2.715
3501101 Ingenio distrito 01;Percentil 75 de consumo eléctrico en kwh;3.774
3501101 Ingenio distrito 01;Percentil 90 de consumo eléctrico en kwh;4.946
3501102 Ingenio distrito 02;Percentil 10 de consumo eléctrico en kwh;964
3501102 Ingenio distrito 02;Percentil 25 de consumo eléctrico en kwh;1.702
3501102 Ingenio distrito 02;Percentil 50 de consumo eléctrico en kwh;2.644
3501102 Ingenio distrito 02;Percentil 75 de consumo eléctrico en kwh;3.735
3501102 Ingenio distrito 02;Percentil 90 de consumo eléctrico en kwh;5.119
3501103 Ingenio distrito 03;Percentil 10 de consumo eléctrico en kwh;977
3501103 Ingenio distrito 03;Percentil 25 de consumo eléctrico en kwh;1.647
3501103 Ingenio distrito 03;Percentil 50 de consumo eléctrico en kwh;2.548
3501103 Ingenio distrito 03;Percentil 75 de consumo eléctrico en kwh;3.642
3501103 Ingenio distrito 03;Percentil 90 de consumo eléctrico en kwh;4.907
3501201 Mogán distrito 01;Percentil 10 de consumo eléctrico en kwh;603
3501201 Mogán distrito 01;Percentil 25 de consumo eléctrico en kwh;1.124
3501201 Mogán distrito 01;Percentil 50 de consumo eléctrico en kwh;2.127
3501201 Mogán distrito 01;Percentil 75 de consumo eléctrico en kwh;3.440
3501201 Mogán distrito 01;Percentil 90 de consumo eléctrico en kwh;5.282
3501202 Mogán distrito 02;Percentil 10 de consumo eléctrico en kwh;513
3501202 Mogán distrito 02;Percentil 25 de consumo eléctrico en kwh;840
3501202 Mogán distrito 02;Percentil 50 de consumo eléctrico en kwh;1.542
3501202 Mogán distrito 02;Percentil 75 de consumo eléctrico en kwh;3.259
3501202 Mogán distrito 02;Percentil 90 de consumo eléctrico en kwh;5.704
3501203 Mogán distrito 03;Percentil 10 de consumo eléctrico en kwh;569
3501203 Mogán distrito 03;Percentil 25 de consumo eléctrico en kwh;1.006
3501203 Mogán distrito 03;Percentil 50 de consumo eléctrico en kwh;2.061
3501203 Mogán distrito 03;Percentil 75 de consumo eléctrico en kwh;3.506
3501203 Mogán distrito 03;Percentil 90 de consumo eléctrico en kwh;5.010
3501204 Mogán distrito 04;Percentil 10 de consumo eléctrico en kwh;540
3501204 Mogán distrito 04;Percentil 25 de consumo eléctrico en kwh;941
3501204 Mogán distrito 04;Percentil 50 de consumo eléctrico en kwh;1.888
3501204 Mogán distrito 04;Percentil 75 de consumo eléctrico en kwh;3.443
3501204 Mogán distrito 04;Percentil 90 de consumo eléctrico en kwh;5.084
3501205 Mogán distrito 05;Percentil 10 de consumo eléctrico en kwh;712
3501205 Mogán distrito 05;Percentil 25 de consumo eléctrico en kwh;1.624
3501205 Mogán distrito 05;Percentil 50 de consumo eléctrico en kwh;2.901
3501205 Mogán distrito 05;Percentil 75 de consumo eléctrico en kwh;4.402
3501205 Mogán distrito 05;Percentil 90 de consumo eléctrico en kwh;6.407
3501301 Moya distrito 01;Percentil 10 de consumo eléctrico en kwh;619
3501301 Moya distrito 01;Percentil 25 de consumo eléctrico en kwh;1.250
3501301 Moya distrito 01;Percentil 50 de consumo eléctrico en kwh;2.249
3501301 Moya distrito 01;Percentil 75 de consumo eléctrico en kwh;3.434
3501301 Moya distrito 01;Percentil 90 de consumo eléctrico en kwh;4.829
3501401 Oliva(La) distrito 01;Percentil 10 de consumo eléctrico en kwh;698
3501401 Oliva(La) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.275
3501401 Oliva(La) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.257
3501401 Oliva(La) distrito 01;Percentil 75 de consumo eléctrico en kwh;3.695
3501401 Oliva(La) distrito 01;Percentil 90 de consumo eléctrico en kwh;5.638
3501501 Pájara distrito 01;Percentil 10 de consumo eléctrico en kwh;659
3501501 Pájara distrito 01;Percentil 25 de consumo eléctrico en kwh;1.094
3501501 Pájara distrito 01;Percentil 50 de consumo eléctrico en kwh;2.112
3501501 Pájara distrito 01;Percentil 75 de consumo eléctrico en kwh;3.551
3501501 Pájara distrito 01;Percentil 90 de consumo eléctrico en kwh;4.929
3501502 Pájara distrito 02;Percentil 10 de consumo eléctrico en kwh;804
3501502 Pájara distrito 02;Percentil 25 de consumo eléctrico en kwh;1.406
3501502 Pájara distrito 02;Percentil 50 de consumo eléctrico en kwh;2.457
3501502 Pájara distrito 02;Percentil 75 de consumo eléctrico en kwh;3.592
3501502 Pájara distrito 02;Percentil 90 de consumo eléctrico en kwh;5.191
3501503 Pájara distrito 03;Percentil 10 de consumo eléctrico en kwh;606
3501503 Pájara distrito 03;Percentil 25 de consumo eléctrico en kwh;1.165
3501503 Pájara distrito 03;Percentil 50 de consumo eléctrico en kwh;2.207
3501503 Pájara distrito 03;Percentil 75 de consumo eléctrico en kwh;3.442
3501503 Pájara distrito 03;Percentil 90 de consumo eléctrico en kwh;4.823
3501504 Pájara distrito 04;Percentil 10 de consumo eléctrico en kwh;860
3501504 Pájara distrito 04;Percentil 25 de consumo eléctrico en kwh;1.512
3501504 Pájara distrito 04;Percentil 50 de consumo eléctrico en kwh;2.526
3501504 Pájara distrito 04;Percentil 75 de consumo eléctrico en kwh;3.753
3501504 Pájara distrito 04;Percentil 90 de consumo eléctrico en kwh;5.062
3501601 PalmasdeGranCanaria(Las) distrito 01;Percentil 10 de consumo eléctrico en kwh;919
3501601 PalmasdeGranCanaria(Las) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.544
3501601 PalmasdeGranCanaria(Las) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.387
3501601 PalmasdeGranCanaria(Las) distrito 01;Percentil 75 de consumo eléctrico en kwh;3.466
3501601 PalmasdeGranCanaria(Las) distrito 01;Percentil 90 de consumo eléctrico en kwh;4.830
3501602 PalmasdeGranCanaria(Las) distrito 02;Percentil 10 de consumo eléctrico en kwh;892
3501602 PalmasdeGranCanaria(Las) distrito 02;Percentil 25 de consumo eléctrico en kwh;1.457
3501602 PalmasdeGranCanaria(Las) distrito 02;Percentil 50 de consumo eléctrico en kwh;2.231
3501602 PalmasdeGranCanaria(Las) distrito 02;Percentil 75 de consumo eléctrico en kwh;3.216
3501602 PalmasdeGranCanaria(Las) distrito 02;Percentil 90 de consumo eléctrico en kwh;4.319
3501603 PalmasdeGranCanaria(Las) distrito 03;Percentil 10 de consumo eléctrico en kwh;738
3501603 PalmasdeGranCanaria(Las) distrito 03;Percentil 25 de consumo eléctrico en kwh;1.220
3501603 PalmasdeGranCanaria(Las) distrito 03;Percentil 50 de consumo eléctrico en kwh;1.942
3501603 PalmasdeGranCanaria(Las) distrito 03;Percentil 75 de consumo eléctrico en kwh;2.871
3501603 PalmasdeGranCanaria(Las) distrito 03;Percentil 90 de consumo eléctrico en kwh;4.002
3501604 PalmasdeGranCanaria(Las) distrito 04;Percentil 10 de consumo eléctrico en kwh;1.023
3501604 PalmasdeGranCanaria(Las) distrito 04;Percentil 25 de consumo eléctrico en kwh;1.628
3501604 PalmasdeGranCanaria(Las) distrito 04;Percentil 50 de consumo eléctrico en kwh;2.400
3501604 PalmasdeGranCanaria(Las) distrito 04;Percentil 75 de consumo eléctrico en kwh;3.335
3501604 PalmasdeGranCanaria(Las) distrito 04;Percentil 90 de consumo eléctrico en kwh;4.401
3501605 PalmasdeGranCanaria(Las) distrito 05;Percentil 10 de consumo eléctrico en kwh;1.106
3501605 PalmasdeGranCanaria(Las) distrito 05;Percentil 25 de consumo eléctrico en kwh;1.847
3501605 PalmasdeGranCanaria(Las) distrito 05;Percentil 50 de consumo eléctrico en kwh;2.798
3501605 PalmasdeGranCanaria(Las) distrito 05;Percentil 75 de consumo eléctrico en kwh;3.879
3501605 PalmasdeGranCanaria(Las) distrito 05;Percentil 90 de consumo eléctrico en kwh;5.106
3501701 PuertodelRosario distrito 01;Percentil 10 de consumo eléctrico en kwh;847
3501701 PuertodelRosario distrito 01;Percentil 25 de consumo eléctrico en kwh;1.416
3501701 PuertodelRosario distrito 01;Percentil 50 de consumo eléctrico en kwh;2.244
3501701 PuertodelRosario distrito 01;Percentil 75 de consumo eléctrico en kwh;3.271
3501701 PuertodelRosario distrito 01;Percentil 90 de consumo eléctrico en kwh;4.436
3501702 PuertodelRosario distrito 02;Percentil 10 de consumo eléctrico en kwh;1.052
3501702 PuertodelRosario distrito 02;Percentil 25 de consumo eléctrico en kwh;1.925
3501702 PuertodelRosario distrito 02;Percentil 50 de consumo eléctrico en kwh;3.089
3501702 PuertodelRosario distrito 02;Percentil 75 de consumo eléctrico en kwh;4.644
3501702 PuertodelRosario distrito 02;Percentil 90 de consumo eléctrico en kwh;6.518
3501703 PuertodelRosario distrito 03;Percentil 10 de consumo eléctrico en kwh;1.001
3501703 PuertodelRosario distrito 03;Percentil 25 de consumo eléctrico en kwh;1.735
3501703 PuertodelRosario distrito 03;Percentil 50 de consumo eléctrico en kwh;2.819
3501703 PuertodelRosario distrito 03;Percentil 75 de consumo eléctrico en kwh;4.140
3501703 PuertodelRosario distrito 03;Percentil 90 de consumo eléctrico en kwh;5.901
3501801 SanBartolomé distrito 01;Percentil 10 de consumo eléctrico en kwh;1.054
3501801 SanBartolomé distrito 01;Percentil 25 de consumo eléctrico en kwh;1.886
3501801 SanBartolomé distrito 01;Percentil 50 de consumo eléctrico en kwh;2.945
3501801 SanBartolomé distrito 01;Percentil 75 de consumo eléctrico en kwh;4.249
3501801 SanBartolomé distrito 01;Percentil 90 de consumo eléctrico en kwh;5.925
3501802 SanBartolomé distrito 02;Percentil 10 de consumo eléctrico en kwh;1.057
3501802 SanBartolomé distrito 02;Percentil 25 de consumo eléctrico en kwh;1.635
3501802 SanBartolomé distrito 02;Percentil 50 de consumo eléctrico en kwh;2.554
3501802 SanBartolomé distrito 02;Percentil 75 de consumo eléctrico en kwh;3.728
3501802 SanBartolomé distrito 02;Percentil 90 de consumo eléctrico en kwh;5.068
3502001 AldeadeSanNicolás(La) distrito 01;Percentil 10 de consumo eléctrico en kwh;617
3502001 AldeadeSanNicolás(La) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.177
3502001 AldeadeSanNicolás(La) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.227
3502001 AldeadeSanNicolás(La) distrito 01;Percentil 75 de consumo eléctrico en kwh;3.372
3502001 AldeadeSanNicolás(La) distrito 01;Percentil 90 de consumo eléctrico en kwh;4.858
3502201 SantaLucíadeTirajana distrito 01;Percentil 10 de consumo eléctrico en kwh;568
3502201 SantaLucíadeTirajana distrito 01;Percentil 25 de consumo eléctrico en kwh;1.045
3502201 SantaLucíadeTirajana distrito 01;Percentil 50 de consumo eléctrico en kwh;2.200
3502201 SantaLucíadeTirajana distrito 01;Percentil 75 de consumo eléctrico en kwh;3.649
3502201 SantaLucíadeTirajana distrito 01;Percentil 90 de consumo eléctrico en kwh;5.603
3502202 SantaLucíadeTirajana distrito 02;Percentil 10 de consumo eléctrico en kwh;1.028
3502202 SantaLucíadeTirajana distrito 02;Percentil 25 de consumo eléctrico en kwh;1.722
3502202 SantaLucíadeTirajana distrito 02;Percentil 50 de consumo eléctrico en kwh;2.662
3502202 SantaLucíadeTirajana distrito 02;Percentil 75 de consumo eléctrico en kwh;3.760
3502202 SantaLucíadeTirajana distrito 02;Percentil 90 de consumo eléctrico en kwh;5.196
3502203 SantaLucíadeTirajana distrito 03;Percentil 10 de consumo eléctrico en kwh;1.045
3502203 SantaLucíadeTirajana distrito 03;Percentil 25 de consumo eléctrico en kwh;1.689
3502203 SantaLucíadeTirajana distrito 03;Percentil 50 de consumo eléctrico en kwh;2.565
3502203 SantaLucíadeTirajana distrito 03;Percentil 75 de consumo eléctrico en kwh;3.643
3502203 SantaLucíadeTirajana distrito 03;Percentil 90 de consumo eléctrico en kwh;4.880
3502301 SantaMaríadeGuíadeGranCanaria distrito 01;Percentil 10 de consumo eléctrico en kwh;723
3502301 SantaMaríadeGuíadeGranCanaria distrito 01;Percentil 25 de consumo eléctrico en kwh;1.364
3502301 SantaMaríadeGuíadeGranCanaria distrito 01;Percentil 50 de consumo eléctrico en kwh;2.232
3502301 SantaMaríadeGuíadeGranCanaria distrito 01;Percentil 75 de consumo eléctrico en kwh;3.338
3502301 SantaMaríadeGuíadeGranCanaria distrito 01;Percentil 90 de consumo eléctrico en kwh;4.597
3502401 Teguise distrito 01;Percentil 10 de consumo eléctrico en kwh;887
3502401 Teguise distrito 01;Percentil 25 de consumo eléctrico en kwh;1.636
3502401 Teguise distrito 01;Percentil 50 de consumo eléctrico en kwh;2.848
3502401 Teguise distrito 01;Percentil 75 de consumo eléctrico en kwh;4.459
3502401 Teguise distrito 01;Percentil 90 de consumo eléctrico en kwh;6.358
3502501 Tejeda distrito 01;Percentil 10 de consumo eléctrico en kwh;401
3502501 Tejeda distrito 01;Percentil 25 de consumo eléctrico en kwh;641
3502501 Tejeda distrito 01;Percentil 50 de consumo eléctrico en kwh;1.306
3502501 Tejeda distrito 01;Percentil 75 de consumo eléctrico en kwh;2.623
3502501 Tejeda distrito 01;Percentil 90 de consumo eléctrico en kwh;3.970
3502601 Telde distrito 01;Percentil 10 de consumo eléctrico en kwh;934
3502601 Telde distrito 01;Percentil 25 de consumo eléctrico en kwh;1.480
3502601 Telde distrito 01;Percentil 50 de consumo eléctrico en kwh;2.290
3502601 Telde distrito 01;Percentil 75 de consumo eléctrico en kwh;3.183
3502601 Telde distrito 01;Percentil 90 de consumo eléctrico en kwh;4.175
3502602 Telde distrito 02;Percentil 10 de consumo eléctrico en kwh;883
3502602 Telde distrito 02;Percentil 25 de consumo eléctrico en kwh;1.464
3502602 Telde distrito 02;Percentil 50 de consumo eléctrico en kwh;2.245
3502602 Telde distrito 02;Percentil 75 de consumo eléctrico en kwh;3.172
3502602 Telde distrito 02;Percentil 90 de consumo eléctrico en kwh;4.247
3502603 Telde distrito 03;Percentil 10 de consumo eléctrico en kwh;1.037
3502603 Telde distrito 03;Percentil 25 de consumo eléctrico en kwh;1.655
3502603 Telde distrito 03;Percentil 50 de consumo eléctrico en kwh;2.485
3502603 Telde distrito 03;Percentil 75 de consumo eléctrico en kwh;3.467
3502603 Telde distrito 03;Percentil 90 de consumo eléctrico en kwh;4.579
3502604 Telde distrito 04;Percentil 10 de consumo eléctrico en kwh;825
3502604 Telde distrito 04;Percentil 25 de consumo eléctrico en kwh;1.563
3502604 Telde distrito 04;Percentil 50 de consumo eléctrico en kwh;2.662
3502604 Telde distrito 04;Percentil 75 de consumo eléctrico en kwh;3.786
3502604 Telde distrito 04;Percentil 90 de consumo eléctrico en kwh;5.229
3502605 Telde distrito 05;Percentil 10 de consumo eléctrico en kwh;1.071
3502605 Telde distrito 05;Percentil 25 de consumo eléctrico en kwh;1.660
3502605 Telde distrito 05;Percentil 50 de consumo eléctrico en kwh;2.488
3502605 Telde distrito 05;Percentil 75 de consumo eléctrico en kwh;3.511
3502605 Telde distrito 05;Percentil 90 de consumo eléctrico en kwh;4.770
3502606 Telde distrito 06;Percentil 10 de consumo eléctrico en kwh;926
3502606 Telde distrito 06;Percentil 25 de consumo eléctrico en kwh;1.542
3502606 Telde distrito 06;Percentil 50 de consumo eléctrico en kwh;2.350
3502606 Telde distrito 06;Percentil 75 de consumo eléctrico en kwh;3.379
3502606 Telde distrito 06;Percentil 90 de consumo eléctrico en kwh;4.646
3502701 Teror distrito 01;Percentil 10 de consumo eléctrico en kwh;636
3502701 Teror distrito 01;Percentil 25 de consumo eléctrico en kwh;1.281
3502701 Teror distrito 01;Percentil 50 de consumo eléctrico en kwh;2.402
3502701 Teror distrito 01;Percentil 75 de consumo eléctrico en kwh;3.633
3502701 Teror distrito 01;Percentil 90 de consumo eléctrico en kwh;5.020
3502801 Tías distrito 01;Percentil 10 de consumo eléctrico en kwh;683
3502801 Tías distrito 01;Percentil 25 de consumo eléctrico en kwh;1.266
3502801 Tías distrito 01;Percentil 50 de consumo eléctrico en kwh;2.431
3502801 Tías distrito 01;Percentil 75 de consumo eléctrico en kwh;4.273
3502801 Tías distrito 01;Percentil 90 de consumo eléctrico en kwh;7.090
3502901 Tinajo distrito 01;Percentil 10 de consumo eléctrico en kwh;962
3502901 Tinajo distrito 01;Percentil 25 de consumo eléctrico en kwh;1.821
3502901 Tinajo distrito 01;Percentil 50 de consumo eléctrico en kwh;3.095
3502901 Tinajo distrito 01;Percentil 75 de consumo eléctrico en kwh;4.495
3502901 Tinajo distrito 01;Percentil 90 de consumo eléctrico en kwh;6.213
3503001 Tuineje distrito 01;Percentil 10 de consumo eléctrico en kwh;803
3503001 Tuineje distrito 01;Percentil 25 de consumo eléctrico en kwh;1.448
3503001 Tuineje distrito 01;Percentil 50 de consumo eléctrico en kwh;2.497
3503001 Tuineje distrito 01;Percentil 75 de consumo eléctrico en kwh;3.883
3503001 Tuineje distrito 01;Percentil 90 de consumo eléctrico en kwh;5.567
3503101 ValsequillodeGranCanaria distrito 01;Percentil 10 de consumo eléctrico en kwh;702
3503101 ValsequillodeGranCanaria distrito 01;Percentil 25 de consumo eléctrico en kwh;1.511
3503101 ValsequillodeGranCanaria distrito 01;Percentil 50 de consumo eléctrico en kwh;2.804
3503101 ValsequillodeGranCanaria distrito 01;Percentil 75 de consumo eléctrico en kwh;4.186
3503101 ValsequillodeGranCanaria distrito 01;Percentil 90 de consumo eléctrico en kwh;5.705
3503201 Valleseco distrito 01;Percentil 10 de consumo eléctrico en kwh;495
3503201 Valleseco distrito 01;Percentil 25 de consumo eléctrico en kwh;934
3503201 Valleseco distrito 01;Percentil 50 de consumo eléctrico en kwh;1.931
3503201 Valleseco distrito 01;Percentil 75 de consumo eléctrico en kwh;3.309
3503201 Valleseco distrito 01;Percentil 90 de consumo eléctrico en kwh;4.835
3503301 VegadeSanMateo distrito 01;Percentil 10 de consumo eléctrico en kwh;536
3503301 VegadeSanMateo distrito 01;Percentil 25 de consumo eléctrico en kwh;1.024
3503301 VegadeSanMateo distrito 01;Percentil 50 de consumo eléctrico en kwh;2.113
3503301 VegadeSanMateo distrito 01;Percentil 75 de consumo eléctrico en kwh;3.505
3503301 VegadeSanMateo distrito 01;Percentil 90 de consumo eléctrico en kwh;4.963
3503401 Yaiza distrito 01;Percentil 10 de consumo eléctrico en kwh;941
3503401 Yaiza distrito 01;Percentil 25 de consumo eléctrico en kwh;1.870
3503401 Yaiza distrito 01;Percentil 50 de consumo eléctrico en kwh;3.286
3503401 Yaiza distrito 01;Percentil 75 de consumo eléctrico en kwh;5.198
3503401 Yaiza distrito 01;Percentil 90 de consumo eléctrico en kwh;7.795
3600301 Baiona distrito 01;Percentil 10 de consumo eléctrico en kwh;492
3600301 Baiona distrito 01;Percentil 25 de consumo eléctrico en kwh;1.032
3600301 Baiona distrito 01;Percentil 50 de consumo eléctrico en kwh;2.381
3600301 Baiona distrito 01;Percentil 75 de consumo eléctrico en kwh;4.440
3600301 Baiona distrito 01;Percentil 90 de consumo eléctrico en kwh;7.831
3600302 Baiona distrito 02;Percentil 10 de consumo eléctrico en kwh;526
3600302 Baiona distrito 02;Percentil 25 de consumo eléctrico en kwh;1.170
3600302 Baiona distrito 02;Percentil 50 de consumo eléctrico en kwh;2.734
3600302 Baiona distrito 02;Percentil 75 de consumo eléctrico en kwh;5.028
3600302 Baiona distrito 02;Percentil 90 de consumo eléctrico en kwh;8.316
3600401 Bueu distrito 01;Percentil 10 de consumo eléctrico en kwh;658
3600401 Bueu distrito 01;Percentil 25 de consumo eléctrico en kwh;1.440
3600401 Bueu distrito 01;Percentil 50 de consumo eléctrico en kwh;2.832
3600401 Bueu distrito 01;Percentil 75 de consumo eléctrico en kwh;5.070
3600401 Bueu distrito 01;Percentil 90 de consumo eléctrico en kwh;8.268
3600402 Bueu distrito 02;Percentil 10 de consumo eléctrico en kwh;357
3600402 Bueu distrito 02;Percentil 25 de consumo eléctrico en kwh;703
3600402 Bueu distrito 02;Percentil 50 de consumo eléctrico en kwh;2.070
3600402 Bueu distrito 02;Percentil 75 de consumo eléctrico en kwh;4.715
3600402 Bueu distrito 02;Percentil 90 de consumo eléctrico en kwh;8.100
3600403 Bueu distrito 03;Percentil 10 de consumo eléctrico en kwh;622
3600403 Bueu distrito 03;Percentil 25 de consumo eléctrico en kwh;1.387
3600403 Bueu distrito 03;Percentil 50 de consumo eléctrico en kwh;2.849
3600403 Bueu distrito 03;Percentil 75 de consumo eléctrico en kwh;4.836
3600403 Bueu distrito 03;Percentil 90 de consumo eléctrico en kwh;7.689
3600501 CaldasdeReis distrito 01;Percentil 10 de consumo eléctrico en kwh;812
3600501 CaldasdeReis distrito 01;Percentil 25 de consumo eléctrico en kwh;1.646
3600501 CaldasdeReis distrito 01;Percentil 50 de consumo eléctrico en kwh;3.036
3600501 CaldasdeReis distrito 01;Percentil 75 de consumo eléctrico en kwh;5.506
3600501 CaldasdeReis distrito 01;Percentil 90 de consumo eléctrico en kwh;9.506
3600502 CaldasdeReis distrito 02;Percentil 10 de consumo eléctrico en kwh;1.212
3600502 CaldasdeReis distrito 02;Percentil 25 de consumo eléctrico en kwh;2.196
3600502 CaldasdeReis distrito 02;Percentil 50 de consumo eléctrico en kwh;3.586
3600502 CaldasdeReis distrito 02;Percentil 75 de consumo eléctrico en kwh;5.441
3600502 CaldasdeReis distrito 02;Percentil 90 de consumo eléctrico en kwh;7.560
3600503 CaldasdeReis distrito 03;Percentil 10 de consumo eléctrico en kwh;1.044
3600503 CaldasdeReis distrito 03;Percentil 25 de consumo eléctrico en kwh;2.004
3600503 CaldasdeReis distrito 03;Percentil 50 de consumo eléctrico en kwh;3.636
3600503 CaldasdeReis distrito 03;Percentil 75 de consumo eléctrico en kwh;5.652
3600503 CaldasdeReis distrito 03;Percentil 90 de consumo eléctrico en kwh;8.784
3600601 Cambados distrito 01;Percentil 10 de consumo eléctrico en kwh;727
3600601 Cambados distrito 01;Percentil 25 de consumo eléctrico en kwh;1.536
3600601 Cambados distrito 01;Percentil 50 de consumo eléctrico en kwh;2.864
3600601 Cambados distrito 01;Percentil 75 de consumo eléctrico en kwh;4.638
3600601 Cambados distrito 01;Percentil 90 de consumo eléctrico en kwh;7.824
3600602 Cambados distrito 02;Percentil 10 de consumo eléctrico en kwh;783
3600602 Cambados distrito 02;Percentil 25 de consumo eléctrico en kwh;1.572
3600602 Cambados distrito 02;Percentil 50 de consumo eléctrico en kwh;2.940
