Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Municipios;Consumo eléctrico;Total
Total Nacional;01 Andalucía;21 Huelva;21064 San Juan del Puerto;Viviendas totales;3.939
Total Nacional;01 Andalucía;21 Huelva;21068 Santa Bárbara de Casa;Viviendas totales;902
Total Nacional;01 Andalucía;21 Huelva;21069 Santa Olalla del Cala;Viviendas totales;1.530
Total Nacional;01 Andalucía;21 Huelva;21070 Trigueros;Viviendas totales;4.069
Total Nacional;01 Andalucía;21 Huelva;21072 Valverde del Camino;Viviendas totales;6.722
Total Nacional;01 Andalucía;21 Huelva;21073 Villablanca;Viviendas totales;1.807
Total Nacional;01 Andalucía;21 Huelva;21074 Villalba del Alcor;Viviendas totales;1.653
Total Nacional;01 Andalucía;21 Huelva;21076 Villanueva de los Castillejos;Viviendas totales;2.021
Total Nacional;01 Andalucía;21 Huelva;21077 Villarrasa;Viviendas totales;1.093
Total Nacional;01 Andalucía;21 Huelva;21078 Zalamea la Real;Viviendas totales;2.351
Total Nacional;01 Andalucía;21 Huelva;21902 Zarza-Perrunal, La	;Viviendas totales;1.118
Total Nacional;01 Andalucía;21 Huelva;21999 Resto de Huelva;Viviendas totales;11.461
Total Nacional;01 Andalucía;23 Jaén;;Viviendas totales;373.720
Total Nacional;01 Andalucía;23 Jaén;23002 Alcalá la Real;Viviendas totales;13.683
Total Nacional;01 Andalucía;23 Jaén;23003 Alcaudete;Viviendas totales;6.785
Total Nacional;01 Andalucía;23 Jaén;23005 Andújar;Viviendas totales;20.048
Total Nacional;01 Andalucía;23 Jaén;23006 Arjona;Viviendas totales;3.036
Total Nacional;01 Andalucía;23 Jaén;23007 Arjonilla;Viviendas totales;2.072
Total Nacional;01 Andalucía;23 Jaén;23008 Arquillos;Viviendas totales;1.125
Total Nacional;01 Andalucía;23 Jaén;23009 Baeza;Viviendas totales;9.593
Total Nacional;01 Andalucía;23 Jaén;23010 Bailén;Viviendas totales;8.330
Total Nacional;01 Andalucía;23 Jaén;23011 Baños de la Encina;Viviendas totales;1.875
Total Nacional;01 Andalucía;23 Jaén;23012 Beas de Segura;Viviendas totales;3.924
Total Nacional;01 Andalucía;23 Jaén;23014 Begíjar;Viviendas totales;1.923
Total Nacional;01 Andalucía;23 Jaén;23015 Bélmez de la Moraleda;Viviendas totales;1.131
Total Nacional;01 Andalucía;23 Jaén;23017 Cabra del Santo Cristo;Viviendas totales;1.435
Total Nacional;01 Andalucía;23 Jaén;23018 Cambil;Viviendas totales;2.192
Total Nacional;01 Andalucía;23 Jaén;23019 Campillo de Arenas;Viviendas totales;1.141
Total Nacional;01 Andalucía;23 Jaén;23020 Canena;Viviendas totales;1.040
Total Nacional;01 Andalucía;23 Jaén;23024 Carolina, La;Viviendas totales;8.073
Total Nacional;01 Andalucía;23 Jaén;23025 Castellar;Viviendas totales;2.146
Total Nacional;01 Andalucía;23 Jaén;23026 Castillo de Locubín;Viviendas totales;3.385
Total Nacional;01 Andalucía;23 Jaén;23028 Cazorla;Viviendas totales;5.746
Total Nacional;01 Andalucía;23 Jaén;23030 Chilluévar;Viviendas totales;984
Total Nacional;01 Andalucía;23 Jaén;23033 Frailes;Viviendas totales;1.149
Total Nacional;01 Andalucía;23 Jaén;23034 Fuensanta de Martos;Viviendas totales;2.144
Total Nacional;01 Andalucía;23 Jaén;23035 Fuerte del Rey;Viviendas totales;852
Total Nacional;01 Andalucía;23 Jaén;23038 Guardia de Jaén, La;Viviendas totales;2.744
Total Nacional;01 Andalucía;23 Jaén;23039 Guarromán;Viviendas totales;1.604
Total Nacional;01 Andalucía;23 Jaén;23040 Lahiguera;Viviendas totales;873
Total Nacional;01 Andalucía;23 Jaén;23044 Huelma;Viviendas totales;3.749
Total Nacional;01 Andalucía;23 Jaén;23045 Huesa;Viviendas totales;1.470
Total Nacional;01 Andalucía;23 Jaén;23046 Ibros;Viviendas totales;1.698
Total Nacional;01 Andalucía;23 Jaén;23047 Iruela, La;Viviendas totales;2.076
Total Nacional;01 Andalucía;23 Jaén;23049 Jabalquinto;Viviendas totales;1.203
Total Nacional;01 Andalucía;23 Jaén;23050 Jaén;Viviendas totales;58.293
Total Nacional;01 Andalucía;23 Jaén;23051 Jamilena;Viviendas totales;1.894
Total Nacional;01 Andalucía;23 Jaén;23052 Jimena;Viviendas totales;1.013
Total Nacional;01 Andalucía;23 Jaén;23053 Jódar;Viviendas totales;5.931
Total Nacional;01 Andalucía;23 Jaén;23055 Linares;Viviendas totales;29.385
Total Nacional;01 Andalucía;23 Jaén;23056 Lopera;Viviendas totales;2.037
Total Nacional;01 Andalucía;23 Jaén;23058 Mancha Real;Viviendas totales;6.609
Total Nacional;01 Andalucía;23 Jaén;23059 Marmolejo;Viviendas totales;3.804
Total Nacional;01 Andalucía;23 Jaén;23060 Martos;Viviendas totales;13.835
Total Nacional;01 Andalucía;23 Jaén;23061 Mengíbar;Viviendas totales;5.035
Total Nacional;01 Andalucía;23 Jaén;23062 Montizón;Viviendas totales;1.232
Total Nacional;01 Andalucía;23 Jaén;23063 Navas de San Juan;Viviendas totales;2.785
Total Nacional;01 Andalucía;23 Jaén;23064 Noalejo;Viviendas totales;1.312
Total Nacional;01 Andalucía;23 Jaén;23065 Orcera;Viviendas totales;1.510
Total Nacional;01 Andalucía;23 Jaén;23066 Peal de Becerro;Viviendas totales;3.202
Total Nacional;01 Andalucía;23 Jaén;23067 Pegalajar;Viviendas totales;2.004
Total Nacional;01 Andalucía;23 Jaén;23069 Porcuna;Viviendas totales;3.788
Total Nacional;01 Andalucía;23 Jaén;23070 Pozo Alcón;Viviendas totales;3.281
Total Nacional;01 Andalucía;23 Jaén;23071 Puente de Génave;Viviendas totales;1.572
Total Nacional;01 Andalucía;23 Jaén;23072 Puerta de Segura, La;Viviendas totales;1.982
Total Nacional;01 Andalucía;23 Jaén;23073 Quesada;Viviendas totales;4.315
Total Nacional;01 Andalucía;23 Jaén;23074 Rus;Viviendas totales;1.994
Total Nacional;01 Andalucía;23 Jaén;23075 Sabiote;Viviendas totales;2.731
Total Nacional;01 Andalucía;23 Jaén;23079 Santisteban del Puerto;Viviendas totales;2.994
Total Nacional;01 Andalucía;23 Jaén;23080 Santo Tomé;Viviendas totales;1.605
Total Nacional;01 Andalucía;23 Jaén;23081 Segura de la Sierra;Viviendas totales;1.834
Total Nacional;01 Andalucía;23 Jaén;23082 Siles;Viviendas totales;1.879
Total Nacional;01 Andalucía;23 Jaén;23084 Sorihuela del Guadalimar;Viviendas totales;907
Total Nacional;01 Andalucía;23 Jaén;23085 Torreblascopedro;Viviendas totales;1.542
Total Nacional;01 Andalucía;23 Jaén;23086 Torredelcampo;Viviendas totales;7.706
Total Nacional;01 Andalucía;23 Jaén;23087 Torredonjimeno;Viviendas totales;7.404
Total Nacional;01 Andalucía;23 Jaén;23088 Torreperogil;Viviendas totales;4.337
Total Nacional;01 Andalucía;23 Jaén;23090 Torres;Viviendas totales;1.642
Total Nacional;01 Andalucía;23 Jaén;23092 Úbeda;Viviendas totales;18.318
Total Nacional;01 Andalucía;23 Jaén;23093 Valdepeñas de Jaén;Viviendas totales;2.421
Total Nacional;01 Andalucía;23 Jaén;23094 Vilches;Viviendas totales;2.969
Total Nacional;01 Andalucía;23 Jaén;23095 Villacarrillo;Viviendas totales;6.708
Total Nacional;01 Andalucía;23 Jaén;23096 Villanueva de la Reina;Viviendas totales;2.171
Total Nacional;01 Andalucía;23 Jaén;23097 Villanueva del Arzobispo;Viviendas totales;4.822
Total Nacional;01 Andalucía;23 Jaén;23099 Villares, Los;Viviendas totales;3.579
Total Nacional;01 Andalucía;23 Jaén;23901 Cárcheles;Viviendas totales;976
Total Nacional;01 Andalucía;23 Jaén;23902 Bedmar y Garcíez;Viviendas totales;2.036
Total Nacional;01 Andalucía;23 Jaén;23903 Villatorres;Viviendas totales;2.536
Total Nacional;01 Andalucía;23 Jaén;23904 Santiago-Pontones;Viviendas totales;3.111
Total Nacional;01 Andalucía;23 Jaén;23905 Arroyo del Ojanco;Viviendas totales;1.524
Total Nacional;01 Andalucía;23 Jaén;23999 Resto de Jaén;Viviendas totales;11.926
Total Nacional;01 Andalucía;29 Málaga;;Viviendas totales;996.557
Total Nacional;01 Andalucía;29 Málaga;29001 Alameda;Viviendas totales;2.469
Total Nacional;01 Andalucía;29 Málaga;29002 Alcaucín;Viviendas totales;2.470
Total Nacional;01 Andalucía;29 Málaga;29003 Alfarnate;Viviendas totales;846
Total Nacional;01 Andalucía;29 Málaga;29005 Algarrobo;Viviendas totales;5.554
Total Nacional;01 Andalucía;29 Málaga;29007 Alhaurín de la Torre;Viviendas totales;17.000
Total Nacional;01 Andalucía;29 Málaga;29008 Alhaurín el Grande;Viviendas totales;13.134
Total Nacional;01 Andalucía;29 Málaga;29009 Almáchar;Viviendas totales;1.428
Total Nacional;01 Andalucía;29 Málaga;29010 Almargen;Viviendas totales;1.370
Total Nacional;01 Andalucía;29 Málaga;29011 Almogía;Viviendas totales;3.074
Total Nacional;01 Andalucía;29 Málaga;29012 Álora;Viviendas totales;7.519
Total Nacional;01 Andalucía;29 Málaga;29013 Alozaina;Viviendas totales;1.645
Total Nacional;01 Andalucía;29 Málaga;29015 Antequera;Viviendas totales;20.944
Total Nacional;01 Andalucía;29 Málaga;29017 Archidona;Viviendas totales;5.004
Total Nacional;01 Andalucía;29 Málaga;29018 Ardales;Viviendas totales;1.646
Total Nacional;01 Andalucía;29 Málaga;29019 Arenas;Viviendas totales;1.414
Total Nacional;01 Andalucía;29 Málaga;29020 Arriate;Viviendas totales;2.326
Total Nacional;01 Andalucía;29 Málaga;29023 Benahavís;Viviendas totales;9.531
Total Nacional;01 Andalucía;29 Málaga;29025 Benalmádena;Viviendas totales;48.663
Total Nacional;01 Andalucía;29 Málaga;29026 Benamargosa;Viviendas totales;1.109
Total Nacional;01 Andalucía;29 Málaga;29027 Benamocarra;Viviendas totales;1.417
Total Nacional;01 Andalucía;29 Málaga;29028 Benaoján;Viviendas totales;1.104
Total Nacional;01 Andalucía;29 Málaga;29031 Burgo, El;Viviendas totales;1.424
Total Nacional;01 Andalucía;29 Málaga;29032 Campillos;Viviendas totales;4.898
Total Nacional;01 Andalucía;29 Málaga;29033 Canillas de Aceituno;Viviendas totales;1.899
Total Nacional;01 Andalucía;29 Málaga;29035 Cañete la Real;Viviendas totales;1.517
Total Nacional;01 Andalucía;29 Málaga;29038 Cártama;Viviendas totales;12.673
Total Nacional;01 Andalucía;29 Málaga;29039 Casabermeja;Viviendas totales;2.389
Total Nacional;01 Andalucía;29 Málaga;29040 Casarabonela;Viviendas totales;2.150
Total Nacional;01 Andalucía;29 Málaga;29041 Casares;Viviendas totales;7.726
Total Nacional;01 Andalucía;29 Málaga;29042 Coín;Viviendas totales;12.729
Total Nacional;01 Andalucía;29 Málaga;29043 Colmenar;Viviendas totales;2.367
Total Nacional;01 Andalucía;29 Málaga;29044 Comares;Viviendas totales;1.447
Total Nacional;01 Andalucía;29 Málaga;29045 Cómpeta;Viviendas totales;3.437
Total Nacional;01 Andalucía;29 Málaga;29046 Cortes de la Frontera;Viviendas totales;2.417
Total Nacional;01 Andalucía;29 Málaga;29047 Cuevas Bajas;Viviendas totales;817
Total Nacional;01 Andalucía;29 Málaga;29048 Cuevas del Becerro;Viviendas totales;1.167
Total Nacional;01 Andalucía;29 Málaga;29049 Cuevas de San Marcos;Viviendas totales;2.192
Total Nacional;01 Andalucía;29 Málaga;29051 Estepona;Viviendas totales;50.366
Total Nacional;01 Andalucía;29 Málaga;29053 Frigiliana;Viviendas totales;3.071
Total Nacional;01 Andalucía;29 Málaga;29054 Fuengirola;Viviendas totales;48.887
Total Nacional;01 Andalucía;29 Málaga;29055 Fuente de Piedra;Viviendas totales;1.727
Total Nacional;01 Andalucía;29 Málaga;29056 Gaucín;Viviendas totales;1.674
Total Nacional;01 Andalucía;29 Málaga;29058 Guaro;Viviendas totales;1.632
Total Nacional;01 Andalucía;29 Málaga;29059 Humilladero;Viviendas totales;1.725
Total Nacional;01 Andalucía;29 Málaga;29061 Istán;Viviendas totales;1.198
Total Nacional;01 Andalucía;29 Málaga;29067 Málaga;Viviendas totales;261.857
Total Nacional;01 Andalucía;29 Málaga;29068 Manilva;Viviendas totales;17.998
Total Nacional;01 Andalucía;29 Málaga;29069 Marbella;Viviendas totales;100.282
Total Nacional;01 Andalucía;29 Málaga;29070 Mijas;Viviendas totales;62.030
Total Nacional;01 Andalucía;29 Málaga;29071 Moclinejo;Viviendas totales;643
Total Nacional;01 Andalucía;29 Málaga;29072 Mollina;Viviendas totales;2.764
Total Nacional;01 Andalucía;29 Málaga;29073 Monda;Viviendas totales;1.999
Total Nacional;01 Andalucía;29 Málaga;29075 Nerja;Viviendas totales;16.621
Total Nacional;01 Andalucía;29 Málaga;29076 Ojén;Viviendas totales;3.815
Total Nacional;01 Andalucía;29 Málaga;29079 Periana;Viviendas totales;2.342
Total Nacional;01 Andalucía;29 Málaga;29080 Pizarra;Viviendas totales;4.601
Total Nacional;01 Andalucía;29 Málaga;29082 Rincón de la Victoria;Viviendas totales;27.620
Total Nacional;01 Andalucía;29 Málaga;29083 Riogordo;Viviendas totales;2.026
Total Nacional;01 Andalucía;29 Málaga;29084 Ronda;Viviendas totales;19.462
Total Nacional;01 Andalucía;29 Málaga;29086 Sayalonga;Viviendas totales;1.443
Total Nacional;01 Andalucía;29 Málaga;29088 Sierra de Yeguas;Viviendas totales;1.872
Total Nacional;01 Andalucía;29 Málaga;29089 Teba;Viviendas totales;2.228
Total Nacional;01 Andalucía;29 Málaga;29090 Tolox;Viviendas totales;1.986
Total Nacional;01 Andalucía;29 Málaga;29091 Torrox;Viviendas totales;20.132
Total Nacional;01 Andalucía;29 Málaga;29093 Valle de Abdalajís;Viviendas totales;1.403
Total Nacional;01 Andalucía;29 Málaga;29094 Vélez-Málaga;Viviendas totales;50.454
Total Nacional;01 Andalucía;29 Málaga;29095 Villanueva de Algaidas;Viviendas totales;2.457
Total Nacional;01 Andalucía;29 Málaga;29096 Villanueva del Rosario;Viviendas totales;2.163
Total Nacional;01 Andalucía;29 Málaga;29097 Villanueva del Trabuco;Viviendas totales;2.803
Total Nacional;01 Andalucía;29 Málaga;29098 Villanueva de Tapia;Viviendas totales;949
Total Nacional;01 Andalucía;29 Málaga;29099 Viñuela;Viviendas totales;1.519
Total Nacional;01 Andalucía;29 Málaga;29100 Yunquera;Viviendas totales;2.285
Total Nacional;01 Andalucía;29 Málaga;29901 Torremolinos;Viviendas totales;42.938
Total Nacional;01 Andalucía;29 Málaga;29902 Villanueva de la Concepción;Viviendas totales;1.933
Total Nacional;01 Andalucía;29 Málaga;29999 Resto de Málaga;Viviendas totales;14.736
Total Nacional;01 Andalucía;41 Sevilla;;Viviendas totales;912.899
Total Nacional;01 Andalucía;41 Sevilla;41001 Aguadulce;Viviendas totales;1.231
Total Nacional;01 Andalucía;41 Sevilla;41002 Alanís;Viviendas totales;1.248
Total Nacional;01 Andalucía;41 Sevilla;41003 Albaida del Aljarafe;Viviendas totales;1.298
Total Nacional;01 Andalucía;41 Sevilla;41004 Alcalá de Guadaíra;Viviendas totales;32.822
Total Nacional;01 Andalucía;41 Sevilla;41005 Alcalá del Río;Viviendas totales;5.735
Total Nacional;01 Andalucía;41 Sevilla;41006 Alcolea del Río;Viviendas totales;1.625
Total Nacional;01 Andalucía;41 Sevilla;41007 Algaba, La;Viviendas totales;7.484
Total Nacional;01 Andalucía;41 Sevilla;41008 Algámitas;Viviendas totales;750
Total Nacional;01 Andalucía;41 Sevilla;41009 Almadén de la Plata;Viviendas totales;1.183
Total Nacional;01 Andalucía;41 Sevilla;41010 Almensilla;Viviendas totales;2.965
Total Nacional;01 Andalucía;41 Sevilla;41011 Arahal;Viviendas totales;9.521
Total Nacional;01 Andalucía;41 Sevilla;41012 Aznalcázar;Viviendas totales;2.366
Total Nacional;01 Andalucía;41 Sevilla;41013 Aznalcóllar;Viviendas totales;2.628
Total Nacional;01 Andalucía;41 Sevilla;41014 Badolatosa;Viviendas totales;1.601
Total Nacional;01 Andalucía;41 Sevilla;41015 Benacazón;Viviendas totales;3.109
Total Nacional;01 Andalucía;41 Sevilla;41016 Bollullos de la Mitación;Viviendas totales;4.573
Total Nacional;01 Andalucía;41 Sevilla;41017 Bormujos;Viviendas totales;9.136
Total Nacional;01 Andalucía;41 Sevilla;41018 Brenes;Viviendas totales;5.544
Total Nacional;01 Andalucía;41 Sevilla;41019 Burguillos;Viviendas totales;3.215
Total Nacional;01 Andalucía;41 Sevilla;41020 Cabezas de San Juan, Las;Viviendas totales;7.263
Total Nacional;01 Andalucía;41 Sevilla;41021 Camas;Viviendas totales;13.079
Total Nacional;01 Andalucía;41 Sevilla;41022 Campana, La;Viviendas totales;2.508
Total Nacional;01 Andalucía;41 Sevilla;41023 Cantillana;Viviendas totales;5.444
Total Nacional;01 Andalucía;41 Sevilla;41024 Carmona;Viviendas totales;15.565
Total Nacional;01 Andalucía;41 Sevilla;41025 Carrión de los Céspedes;Viviendas totales;1.407
Total Nacional;01 Andalucía;41 Sevilla;41026 Casariche;Viviendas totales;2.724
Total Nacional;01 Andalucía;41 Sevilla;41027 Castilblanco de los Arroyos;Viviendas totales;3.763
Total Nacional;01 Andalucía;41 Sevilla;41028 Castilleja de Guzmán;Viviendas totales;1.053
Total Nacional;01 Andalucía;41 Sevilla;41029 Castilleja de la Cuesta;Viviendas totales;7.362
Total Nacional;01 Andalucía;41 Sevilla;41031 Castillo de las Guardas, El;Viviendas totales;1.875
Total Nacional;01 Andalucía;41 Sevilla;41032 Cazalla de la Sierra;Viviendas totales;3.467
Total Nacional;01 Andalucía;41 Sevilla;41033 Constantina;Viviendas totales;3.925
Total Nacional;01 Andalucía;41 Sevilla;41034 Coria del Río;Viviendas totales;13.904
Total Nacional;01 Andalucía;41 Sevilla;41035 Coripe;Viviendas totales;864
Total Nacional;01 Andalucía;41 Sevilla;41036 Coronil, El;Viviendas totales;2.556
Total Nacional;01 Andalucía;41 Sevilla;41037 Corrales, Los;Viviendas totales;2.030
Total Nacional;01 Andalucía;41 Sevilla;41038 Dos Hermanas;Viviendas totales;56.736
Total Nacional;01 Andalucía;41 Sevilla;41039 Écija;Viviendas totales;18.684
Total Nacional;01 Andalucía;41 Sevilla;41040 Espartinas;Viviendas totales;6.652
Total Nacional;01 Andalucía;41 Sevilla;41041 Estepa;Viviendas totales;6.170
Total Nacional;01 Andalucía;41 Sevilla;41042 Fuentes de Andalucía;Viviendas totales;3.628
Total Nacional;01 Andalucía;41 Sevilla;41044 Gelves;Viviendas totales;4.714
Total Nacional;01 Andalucía;41 Sevilla;41045 Gerena;Viviendas totales;3.652
Total Nacional;01 Andalucía;41 Sevilla;41046 Gilena;Viviendas totales;1.877
Total Nacional;01 Andalucía;41 Sevilla;41047 Gines;Viviendas totales;5.216
Total Nacional;01 Andalucía;41 Sevilla;41048 Guadalcanal;Viviendas totales;1.948
Total Nacional;01 Andalucía;41 Sevilla;41049 Guillena;Viviendas totales;6.799
Total Nacional;01 Andalucía;41 Sevilla;41050 Herrera;Viviendas totales;3.384
Total Nacional;01 Andalucía;41 Sevilla;41051 Huévar del Aljarafe;Viviendas totales;1.478
Total Nacional;01 Andalucía;41 Sevilla;41052 Lantejuela;Viviendas totales;1.871
Total Nacional;01 Andalucía;41 Sevilla;41053 Lebrija;Viviendas totales;12.629
Total Nacional;01 Andalucía;41 Sevilla;41055 Lora del Río;Viviendas totales;9.007
Total Nacional;01 Andalucía;41 Sevilla;41056 Luisiana, La;Viviendas totales;2.182
Total Nacional;01 Andalucía;41 Sevilla;41058 Mairena del Alcor;Viviendas totales;9.798
Total Nacional;01 Andalucía;41 Sevilla;41059 Mairena del Aljarafe;Viviendas totales;19.554
Total Nacional;01 Andalucía;41 Sevilla;41060 Marchena;Viviendas totales;11.092
Total Nacional;01 Andalucía;41 Sevilla;41061 Marinaleda;Viviendas totales;1.266
Total Nacional;01 Andalucía;41 Sevilla;41062 Martín de la Jara;Viviendas totales;1.294
Total Nacional;01 Andalucía;41 Sevilla;41063 Molares, Los;Viviendas totales;1.716
Total Nacional;01 Andalucía;41 Sevilla;41064 Montellano;Viviendas totales;3.967
