CUSEC,CUMUN,CSEC,CDIS,CMUN,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas
0704002037,07040,037,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002038,07040,038,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002039,07040,039,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,112.565,10,16096,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704002040,07040,040,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,22.68,1,5783,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1
0704002041,07040,041,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,,1,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1
0704002042,07040,042,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002043,07040,043,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002044,07040,044,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002045,07040,045,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002046,07040,046,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002047,07040,047,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002048,07040,048,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,296.8,10,0,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704002049,07040,049,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002050,07040,050,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,311.0,4,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704002051,07040,051,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002052,07040,052,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002053,07040,053,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002054,07040,054,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,581.67,32,114008,5,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,32
0704002055,07040,055,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002056,07040,056,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,12,12,2335.645,97,56486,12,12,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,97
0704002057,07040,057,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,0,43.31,3,0,1,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3
0704002058,07040,058,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,1,589.755,13,38216,2,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,13
0704002059,07040,059,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,913.83,21,106580,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,21
0704002060,07040,060,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002061,07040,061,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002062,07040,062,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,,3,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3
0704002064,07040,064,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,315.0,6,3780,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704002065,07040,065,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,180.0,3,34920,1,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3
0704002066,07040,066,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,132.83,10,113585,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704002067,07040,067,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,441.24,10,44356,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704002068,07040,068,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002069,07040,069,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002070,07040,070,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003001,07040,001,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,396.0,8,28536,1,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8
0704003002,07040,002,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,201.415,8,13253,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8
0704003003,07040,003,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,98.76,6,8877,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704003004,07040,004,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003005,07040,005,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003006,07040,006,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,270.625,18,89250,2,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18
0704003007,07040,007,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,277.4,3,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3
0704003008,07040,008,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,322.4,10,0,1,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704003009,07040,009,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,277.4,5,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5
0704003010,07040,010,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,1,84.895,10,36455,2,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704003011,07040,011,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003012,07040,012,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,344.0,4,45408,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704003013,07040,013,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003014,07040,014,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,214.23,6,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704003015,07040,015,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003016,07040,016,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003017,07040,017,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,548.33,22,188842,2,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,22
0704003018,07040,018,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,128.87,4,32862,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704003019,07040,019,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003020,07040,020,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003021,07040,021,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,59.6,4,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704003022,07040,022,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,110.8,4,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704003023,07040,023,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003024,07040,024,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,685.0,6,57540,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704003025,07040,025,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003026,07040,026,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003027,07040,027,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003028,07040,028,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003029,07040,029,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003030,07040,030,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003031,07040,031,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003032,07040,032,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003033,07040,033,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003034,07040,034,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003035,07040,035,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,524.255,41,122451,5,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,41
0704003036,07040,036,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,9,9,619.15,55,348092,8,9,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,55
0704003037,07040,037,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,357.0,34,109800,5,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,34
0704003038,07040,038,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,10,10,726.0,88,347442,10,10,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,88
0704003039,07040,039,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,7,705.0,52,283409,7,7,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,52
0704003040,07040,040,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003041,07040,041,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003042,07040,042,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,118.47999999999999,4,23233,1,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704003043,07040,043,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003045,07040,045,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003046,07040,046,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003047,07040,047,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003048,07040,048,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003049,07040,049,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,6,456.47,54,83445,6,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,54
0704003050,07040,050,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,105.0,1,15750,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1
0704003051,07040,051,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003052,07040,052,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,345.6,4,10368,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704003053,07040,053,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704003054,07040,054,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,777.7149999999999,20,11640,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,20
0704003055,07040,055,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004001,07040,001,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,124.60499999999999,7,43716,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,7
0704004002,07040,002,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,1,53.1,7,13718,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,7
0704004003,07040,003,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,45.71,3,13934,1,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3
0704004004,07040,004,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,4,134.415,21,90756,6,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,21
0704004005,07040,005,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004006,07040,006,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,124.91999999999999,7,0,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,7
0704004007,07040,007,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004008,07040,008,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,120.58,3,28939,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3
0704004009,07040,009,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004010,07040,010,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004011,07040,011,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,1052.0,5,31560,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5
0704004012,07040,012,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004013,07040,013,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004014,07040,014,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,104.49,4,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704004015,07040,015,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004016,07040,016,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004017,07040,017,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004018,07040,018,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004019,07040,019,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004020,07040,020,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004021,07040,021,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004022,07040,022,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004023,07040,023,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004024,07040,024,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004026,07040,026,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,89.21,2,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2
0704004027,07040,027,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,87.11500000000001,10,0,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704004028,07040,028,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004029,07040,029,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
