CUSEC,CUMUN,CSEC,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,viviendas_totales,consumo_p10_kwh,consumo_p25_kwh,consumo_p50_kwh,consumo_p75_kwh,consumo_p90_kwh,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas,airbnb_listings_por_1000_viviendas
0703901001,07039,001,07,04,0703901,07039,"Balears, Illes",Illes Balears,ES,5,3,2,Muro,11,11,321.0,70,110240,9,11,5092,712.0,1.384,2.826,4.677,6.841,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,70,2.16025137470542
0703901002,07039,002,07,04,0703901,07039,"Balears, Illes",Illes Balears,ES,5,3,2,Muro,265,261,466.0,1803,2612174,118,261,5092,712.0,1.384,2.826,4.677,6.841,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1803,52.04241948153967
0703902001,07039,001,07,04,0703902,07039,"Balears, Illes",Illes Balears,ES,5,3,2,Muro,12,12,111.68,49,34656,9,12,5092,874.0,1.778,3.075,4.736,6.558,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,49,2.356637863315004
0703902002,07039,002,07,04,0703902,07039,"Balears, Illes",Illes Balears,ES,5,3,2,Muro,48,48,413.33,290,662283,29,48,5092,874.0,1.778,3.075,4.736,6.558,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,290,9.426551453260016
0704001001,07040,001,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,12,12,194.805,31,404473,7,12,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,31,0.06434937420233589
0704001002,07040,002,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,24,12,362.42,77,76526,12,22,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,77,0.12869874840467177
0704001003,07040,003,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,17,15,242.625,45,451158,11,17,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,45,0.09116161345330917
0704001004,07040,004,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,11,11,128.3,36,192621,10,11,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,36,0.05898692635214122
0704001005,07040,005,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,32,30,286.25,78,931149,17,32,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,78,0.17159833120622903
0704001006,07040,006,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,13,10,211.5,27,203225,8,13,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,27,0.06971182205253054
0704001007,07040,007,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,19,19,293.75,49,405311,9,19,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,49,0.10188650915369848
0704001008,07040,008,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,15,15,129.22500000000002,52,345245,14,15,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,52,0.08043671775291986
0704001009,07040,009,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,71.9,10,60456,3,3,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.01608734355058397
0704001010,07040,010,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,4,108.235,14,29348,4,6,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14,0.03217468710116794
0704001011,07040,011,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,5,218.0,36,1678,4,8,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,36,0.04289958280155726
0704001012,07040,012,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,22,16,273.605,62,857322,7,22,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,62,0.11797385270428244
0704001013,07040,013,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,14,10,137.55,33,94263,8,13,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,33,0.07507426990272519
0704001014,07040,014,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,179.0,11,23524,3,3,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,11,0.01608734355058397
0704001015,07040,015,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,256.665,14,95344,4,4,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14,0.02144979140077863
0704001016,07040,016,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704001017,07040,017,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704001018,07040,018,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,14,14,88.495,48,204395,11,14,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,48,0.07507426990272519
0704001019,07040,019,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,52,48,307.8,198,1987426,22,52,186482,796.0,1.428,2.351,3.722,5.717,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,198,0.27884728821012217
0704002001,07040,001,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,217.67000000000002,5,13732,2,2,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5,0.010724895700389314
0704002002,07040,002,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002003,07040,003,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,15,13,249.6,32,109685,3,13,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,32,0.08043671775291986
0704002004,07040,004,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,113.14,10,6693,3,3,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.01608734355058397
0704002005,07040,005,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,513.67,6,49312,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.005362447850194657
0704002006,07040,006,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,19,17,216.0,76,344660,9,19,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,76,0.10188650915369848
0704002007,07040,007,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,12,12,331.16499999999996,65,565927,11,12,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,65,0.06434937420233589
0704002008,07040,008,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,230.835,14,110505,4,4,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14,0.02144979140077863
0704002009,07040,009,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,5,562.55,20,81010,3,6,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,20,0.03217468710116794
0704002010,07040,010,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,582.0,15,198941,3,3,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,15,0.01608734355058397
0704002011,07040,011,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,14,12,179.67,44,202957,8,14,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,44,0.07507426990272519
0704002012,07040,012,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,13,13,133.775,49,293818,11,13,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,49,0.06971182205253054
0704002013,07040,013,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,4,131.65,30,176369,4,5,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,30,0.026812239250973285
0704002014,07040,014,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,14,14,739.43,98,283082,11,14,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,98,0.07507426990272519
0704002015,07040,015,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,8,647.7850000000001,60,340365,7,8,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,60,0.04289958280155726
0704002016,07040,016,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,11,7,206.75,31,286323,6,11,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,31,0.05898692635214122
0704002017,07040,017,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,15,14,100.47,35,113289,12,15,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,35,0.08043671775291986
0704002018,07040,018,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,17,10,221.0,76,637525,10,17,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,76,0.09116161345330917
0704002019,07040,019,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,240.0,2,56160,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2,0.005362447850194657
0704002021,07040,021,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,408.57,7,88251,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,7,0.005362447850194657
0704002022,07040,022,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,6,90.9,16,24143,4,6,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16,0.03217468710116794
0704002023,07040,023,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,102.28999999999999,17,48746,5,5,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,17,0.026812239250973285
0704002024,07040,024,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,127.48,18,88173,5,5,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18,0.026812239250973285
0704002025,07040,025,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,296.115,17,74398,4,4,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,17,0.02144979140077863
0704002026,07040,026,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,127.035,5,20813,2,2,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5,0.010724895700389314
0704002027,07040,027,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,375.02,16,127342,4,4,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16,0.02144979140077863
0704002028,07040,028,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,977.67,43,447026,4,5,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,43,0.026812239250973285
0704002029,07040,029,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,219.96,4,13638,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704002030,07040,030,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,29.13,1,7428,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1,0.005362447850194657
0704002031,07040,031,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,233.735,17,156098,4,4,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,17,0.02144979140077863
0704002032,07040,032,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,3,286.0,11,124684,2,4,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,11,0.02144979140077863
0704002033,07040,033,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,4,144.235,21,288409,5,6,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,21,0.03217468710116794
0704002034,07040,034,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,2,53.34,20,52628,5,7,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,20,0.03753713495136259
0704002035,07040,035,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,0,280.0,8,32461,2,4,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8,0.02144979140077863
0704002036,07040,036,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,120.83,2,1933,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2,0.005362447850194657
0704002037,07040,037,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002038,07040,038,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002039,07040,039,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,112.565,10,16096,2,2,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.010724895700389314
0704002040,07040,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,22.68,1,5783,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1,0.005362447850194657
0704002041,07040,041,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,,1,0,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1,0.005362447850194657
0704002042,07040,042,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002043,07040,043,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002044,07040,044,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002045,07040,045,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002046,07040,046,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002047,07040,047,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002048,07040,048,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,296.8,10,0,2,2,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.010724895700389314
0704002049,07040,049,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002050,07040,050,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,311.0,4,0,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704002051,07040,051,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002052,07040,052,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002053,07040,053,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002054,07040,054,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,581.67,32,114008,5,5,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,32,0.026812239250973285
0704002055,07040,055,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002056,07040,056,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,12,12,2335.645,97,56486,12,12,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,97,0.06434937420233589
0704002057,07040,057,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,0,43.31,3,0,1,3,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3,0.01608734355058397
0704002058,07040,058,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,1,589.755,13,38216,2,3,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,13,0.01608734355058397
0704002059,07040,059,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,913.83,21,106580,3,3,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,21,0.01608734355058397
0704002060,07040,060,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002061,07040,061,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002062,07040,062,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,,3,0,1,1,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3,0.005362447850194657
0704002064,07040,064,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,315.0,6,3780,2,2,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.010724895700389314
0704002065,07040,065,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,180.0,3,34920,1,2,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3,0.010724895700389314
0704002066,07040,066,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,132.83,10,113585,3,3,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.01608734355058397
0704002067,07040,067,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,441.24,10,44356,2,2,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.010724895700389314
0704002068,07040,068,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002069,07040,069,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704002070,07040,070,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.001,1.636,2.567,3.834,5.528,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003001,07040,001,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,396.0,8,28536,1,3,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8,0.01608734355058397
0704003002,07040,002,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,201.415,8,13253,2,2,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8,0.010724895700389314
